species,age,site,year,body_mass_g,reference
nearctic brown lemming,NA,bylot,2008,56,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,48,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2008,64,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,55,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,52,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,52,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,23,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,55,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,27,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,20,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,43,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,20,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,18,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,22,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,19,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,22,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2008,19.8,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,23,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,22,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,16,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,20,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,18,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,19.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,21,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,23,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,21,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,16.2,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,22,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,16,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,23.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,20,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,22,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,55,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,64,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,38,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,36,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,33,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,48,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2008,62,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,42,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,36,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,66,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2008,71,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,42,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,66,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,48,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,32,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,61,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,34,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,43,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,48,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,23,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,39,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,63,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,73,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,31,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,32,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,42,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,16,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,19,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,52,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,52,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,63,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,17,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,18,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,28,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,19,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,70,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,16,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,66,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,20,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,19,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,23,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,26,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,28,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,27,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,29,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,28,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,21,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,17,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,22.8,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,19.8,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,23,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,39,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,42,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,20,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,23,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,29,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,42,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,27,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,28,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,37,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,26,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,38,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,26,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,20,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,22,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,23,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,20,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,37,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,21,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,37,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,38,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,43,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2008,23,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,33,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,22,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,42,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,37,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,20,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,20,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,37,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,45,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,14,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,14,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,34,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,36,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,33,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,15,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,36,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2009,28,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,38,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,19,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,29,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,13,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,32.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,28,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,37,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,30,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,30,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,21,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,37,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,43,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,65,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,52,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,81,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,79,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,56,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,45,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,55,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,30,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,35,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,65,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,55,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,80,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,61,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,61,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,59,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,33,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,59,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,100,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,36,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,42,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
