species,age,site,year,body_mass_g,reference
parasitic jaeger,adult,bylot,2009,473,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2009,454,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2009,519,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2009,433,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2009,483,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2009,419,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2009,439,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2009,473,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2009,464,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2017,450,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2017,452.5,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2017,397.5,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2017,437.5,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2018,485,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2018,420,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2018,515,"J.-F. Therrien and G. Gauthier, unpublished data"
parasitic jaeger,adult,bylot,2019,535,"J.-F. Therrien and G. Gauthier, unpublished data"
glaucous gull,adult,bylot,2007,1325,"G. Gauthier, unpublished data"
glaucous gull,adult,bylot,2007,1705,"G. Gauthier, unpublished data"
glaucous gull,adult,bylot,2007,1210,"G. Gauthier, unpublished data"
glaucous gull,adult,bylot,2007,1270,"G. Gauthier, unpublished data"
glaucous gull,adult,bylot,2008,1470,"G. Gauthier, unpublished data"
glaucous gull,adult,bylot,2008,1493,"G. Gauthier, unpublished data"
glaucous gull,adult,bylot,2008,1767,"G. Gauthier, unpublished data"
glaucous gull,adult,bylot,2008,1762,"G. Gauthier, unpublished data"
glaucous gull,adult,bylot,2008,1350,"G. Gauthier, unpublished data"
glaucous gull,adult,bylot,2008,1651,"G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2006,28.1,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2006,33.9,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2009,27.33,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2009,28.33,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2009,28.75,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2009,28,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2009,31.5,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2010,25.79,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2010,25.05,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2010,23.22,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2010,25.91,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2010,26.44,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2010,26.94,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2010,26.34,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,26.29,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,33.19,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,26.22,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,29.28,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,28.11,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,30.28,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,31.04,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,34.75,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,23.09,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,26.63,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,26.21,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,26.97,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,24.93,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,25.94,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,27.52,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,29.6,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,27.27,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,25.14,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,27.46,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,31.08,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,26.7,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,29.27,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,35.88,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,25.15,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,25.03,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2011,29.84,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,27.49,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,27.27,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,28.8,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,30.19,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,27.85,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,40.7,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,30.51,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,34.43,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,29.34,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,27.24,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,27.9,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,23.61,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,27.68,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,28.78,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,31.1,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,26.96,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,26.71,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,29.34,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,28.35,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,29.73,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,24.8,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,27.41,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,30.46,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,28.63,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,24.77,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,28.16,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,29.48,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,23.68,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,24.4,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,28.66,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2012,28.5,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2013,29,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2013,31,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2013,28.5,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2013,30,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2013,31,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2013,30,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2013,23,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2014,32,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2014,28,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2014,32,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2014,34,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2014,30,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2014,29,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2014,30,"J. Bêty and G. Gauthier, unpublished data"
lapland longspur,adult,bylot,2015,26,"J. Bêty and G. Gauthier, unpublished data"
snow goose,adult,bylot,2010,1810,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1344,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,954,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1266,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1117,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1112,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1613,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1102,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1076,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1347,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1258,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1114,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1247,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,999,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1198,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1341,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1363,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1362,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1338,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1150,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1690,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1253,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,834,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1271,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1515,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1315,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1568,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1239,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1103,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1570,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,979,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1200,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1130,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1380,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1260,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1000,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1039,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1222,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1415,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1470,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1200,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1409,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,814,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1345,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1603,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1685,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1142,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,951,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1287,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1235,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1543,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1049,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1168,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1256,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1581,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1432,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1514,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1603,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1381,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1186,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1364,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1368,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1056,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1270,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1195,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1372,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1618,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1142,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1345,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1275,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1362,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1051,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1410,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1267,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1331,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
snow goose,adult,bylot,2011,1247,"G. Gauthier, M.-C. Cadieux and J. Lefebvre, unpublished data"
