"nest_id","species","year","long","lat","utm_zone","datum"
"H398","snow goose",2004,537031,8086630,"17","nad27"
"H399","snow goose",2004,536959,8086691,"17","nad27"
"H400","snow goose",2004,536562,8088232,"17","nad27"
"H401","snow goose",2004,536598,8088278,"17","nad27"
"H402","snow goose",2004,536968,8088487,"17","nad27"
"H402B","snow goose",2004,536690,8088384,"17","nad27"
"H403","snow goose",2004,537056,8088486,"17","nad27"
"H404","snow goose",2004,536985,8088334,"17","nad27"
"H405","snow goose",2004,536807,8088017,"17","nad27"
"H406","snow goose",2004,537335,8088407,"17","nad27"
"H407","snow goose",2004,536616,8087290,"17","nad27"
"H408","snow goose",2004,536771,8087547,"17","nad27"
"H409","snow goose",2004,536590,8087494,"17","nad27"
"H410","snow goose",2004,536651,8087300,"17","nad27"
"H411","snow goose",2004,536510,8088290,"17","nad27"
"H412","snow goose",2004,536611,8088551,"17","nad27"
"H412B","snow goose",2004,536331,8090057,"17","nad27"
"H413","snow goose",2004,536948,8088621,"17","nad27"
"H414","snow goose",2004,537114,8088566,"17","nad27"
"H415","snow goose",2004,536937,8088004,"17","nad27"
"H416","snow goose",2004,536979,8087887,"17","nad27"
"H416B","snow goose",2004,537036,8088117,"17","nad27"
"H417","snow goose",2004,536976,8087924,"17","nad27"
"H418","snow goose",2004,537049,8087928,"17","nad27"
"H419","snow goose",2004,537110,8087965,"17","nad27"
"H420","snow goose",2004,536896,8086739,"17","nad27"
"H421","snow goose",2004,537317,8088131,"17","nad27"
"H422","snow goose",2004,536964,8087809,"17","nad27"
"H423B","snow goose",2004,537068,8087842,"17","nad27"
"H424","snow goose",2004,536371,8087362,"17","nad27"
"H425","snow goose",2004,536548,8087244,"17","nad27"
"H426","snow goose",2004,536847,8087368,"17","nad27"
"H427","snow goose",2004,536849,8087506,"17","nad27"
"H428","snow goose",2004,536650,8087693,"17","nad27"
"H429","snow goose",2004,536905,8086754,"17","nad27"
"H430","snow goose",2004,536904,8086696,"17","nad27"
"H501","snow goose",2004,536517,8087584,"17","nad27"
"H502","snow goose",2004,536754,8086971,"17","nad27"
"H503","snow goose",2004,536740,8087082,"17","nad27"
"H504","snow goose",2004,536813,8087066,"17","nad27"
"H600","snow goose",2004,537930,8089032,"17","nad27"
"H601","snow goose",2004,537665,8088902,"17","nad27"
"H602","snow goose",2004,537362,8088985,"17","nad27"
"H603","snow goose",2004,537242,8089053,"17","nad27"
"H604","snow goose",2004,537478,8088825,"17","nad27"
"H605","snow goose",2004,537154,8088836,"17","nad27"
"H606","snow goose",2004,537113,8088860,"17","nad27"
"H607","snow goose",2004,536731,8087357,"17","nad27"
"H608","snow goose",2004,536828,8087416,"17","nad27"
"H609","snow goose",2004,536756,8087442,"17","nad27"
"H610","snow goose",2004,536840,8087165,"17","nad27"
"H611","snow goose",2004,536828,8087080,"17","nad27"
"H612","snow goose",2004,537094,8087329,"17","nad27"
"H613","snow goose",2004,537173,8087365,"17","nad27"
"H614","snow goose",2004,537340,8087461,"17","nad27"
"H614B","snow goose",2004,537223,8087426,"17","nad27"
"H615","snow goose",2004,537212,8087342,"17","nad27"
"H616","snow goose",2004,536953,8087466,"17","nad27"
"H617","snow goose",2004,536740,8087101,"17","nad27"
"H618","snow goose",2004,536904,8087203,"17","nad27"
"H619","snow goose",2004,536882,8087317,"17","nad27"
"H620","snow goose",2004,536994,8087256,"17","nad27"
"H659","snow goose",2004,533631,8089795,"17","nad27"
"H700","snow goose",2004,535005,8088001,"17","nad27"
"H701","snow goose",2004,537748,8084588,"17","nad27"
"H702","snow goose",2004,537775,8084641,"17","nad27"
"H702B","snow goose",2004,537307,8088217,"17","nad27"
"H703","snow goose",2004,537785,8084661,"17","nad27"
"H704","snow goose",2004,537805,8084706,"17","nad27"
"H704B","snow goose",2004,537004,8088209,"17","nad27"
"H705","snow goose",2004,537852,8084704,"17","nad27"
"H705B","snow goose",2004,537268,8088510,"17","nad27"
"H706","snow goose",2004,537883,8084689,"17","nad27"
"H707","snow goose",2004,537951,8084710,"17","nad27"
"H708","snow goose",2004,537962,8084735,"17","nad27"
"H709","snow goose",2004,537980,8084813,"17","nad27"
"H710","snow goose",2004,536266,8090075,"17","nad27"
"H711","snow goose",2004,536164,8087400,"17","nad27"
"H712","snow goose",2004,536096,8087317,"17","nad27"
"H713","snow goose",2004,536155,8087344,"17","nad27"
"H714","snow goose",2004,536484,8087419,"17","nad27"
"H715","snow goose",2004,537121,8087940,"17","nad27"
"H716","snow goose",2004,537134,8087884,"17","nad27"
"H717","snow goose",2004,537061,8087825,"17","nad27"
"H718","snow goose",2004,536967,8087657,"17","nad27"
"H719","snow goose",2004,537064,8087759,"17","nad27"
"H720","snow goose",2004,536467,8087208,"17","nad27"
"H721","snow goose",2004,538143,8088836,"17","nad27"
"H722","snow goose",2004,538118,8088838,"17","nad27"
"H722B","snow goose",2004,536660,8088129,"17","nad27"
"H723","snow goose",2004,538035,8088787,"17","nad27"
"H724","snow goose",2004,537709,8084386,"17","nad27"
"H725","snow goose",2004,537800,8088877,"17","nad27"
"H726","snow goose",2004,537969,8084855,"17","nad27"
"H726b","snow goose",2004,537244,8088865,"17","nad27"
"H727","snow goose",2004,538103,8084903,"17","nad27"
"H728","snow goose",2004,537951,8084865,"17","nad27"
"H729","snow goose",2004,537915,8084833,"17","nad27"
"H729B","snow goose",2004,537316,8088165,"17","nad27"
"H730","snow goose",2004,537884,8084830,"17","nad27"
"H730B","snow goose",2004,536893,8088347,"17","nad27"
"H731","snow goose",2004,537216,8088520,"17","nad27"
"H732","snow goose",2004,536868,8087135,"17","nad27"
"H733","snow goose",2004,534979,8088178,"17","nad27"
"H734","snow goose",2004,536842,8088513,"17","nad27"
"H735","snow goose",2004,536289,8090787,"17","nad27"
"H735B","snow goose",2004,537708,8084414,"17","nad27"
"H736","snow goose",2004,537800,8084833,"17","nad27"
"H737","snow goose",2004,537702,8084484,"17","nad27"
"H737B","snow goose",2004,536794,8088256,"17","nad27"
"H738","snow goose",2004,534951,8088154,"17","nad27"
"H739","snow goose",2004,536609,8087421,"17","nad27"
"H740","snow goose",2004,537714,8084532,"17","nad27"
"H741","snow goose",2004,537767,8088381,"17","nad27"
"H742","snow goose",2004,537601,8088136,"17","nad27"
"H743","snow goose",2004,537973,8088598,"17","nad27"
"H744","snow goose",2004,537768,8088344,"17","nad27"
"H745","snow goose",2004,537547,8088358,"17","nad27"
"H746","snow goose",2004,536955,8087959,"17","nad27"
"H747","snow goose",2004,539489,8086467,"17","nad27"
"H748","snow goose",2004,539475,8086455,"17","nad27"
"H749","snow goose",2004,539483,8086487,"17","nad27"
"H750","snow goose",2004,539465,8086428,"17","nad27"
"H751","snow goose",2004,539441,8086432,"17","nad27"
"H752","snow goose",2004,537668,8088539,"17","nad27"
"H753","snow goose",2004,537937,8088782,"17","nad27"
"H754","snow goose",2004,537133,8088194,"17","nad27"
"H756","snow goose",2004,539613,8086500,"17","nad27"
"H758","snow goose",2004,539610,8086491,"17","nad27"
"H759","snow goose",2004,539603,8086483,"17","nad27"
"H760","snow goose",2004,539592,8086499,"17","nad27"
"H761","snow goose",2004,539577,8086490,"17","nad27"
"H762","snow goose",2004,539575,8086516,"17","nad27"
"H763","snow goose",2004,539547,8086512,"17","nad27"
"H764","snow goose",2004,539512,8086502,"17","nad27"
"H765","snow goose",2004,539513,8086482,"17","nad27"
"H766","snow goose",2004,539526,8086488,"17","nad27"
"H767","snow goose",2004,533576,8089779,"17","nad27"
"H768","snow goose",2004,536305,8090068,"17","nad27"
"H770","snow goose",2004,536355,8089978,"17","nad27"
"H771","snow goose",2004,537655,8088599,"17","nad27"
"H772","snow goose",2004,537224,8088787,"17","nad27"
"H773","snow goose",2004,537630,8088580,"17","nad27"
"H774","snow goose",2004,537124,8088794,"17","nad27"
"H776","snow goose",2004,537123,8088787,"17","nad27"
"H777","snow goose",2004,535340,8090532,"17","nad27"
"H778","snow goose",2004,533545,8089935,"17","nad27"
"H779","snow goose",2004,533521,8089942,"17","nad27"
"H780","snow goose",2004,537672,8087287,"17","nad27"
"H781","snow goose",2004,533483,8090009,"17","nad27"
"H782","snow goose",2004,533473,8089946,"17","nad27"
"H783","snow goose",2004,533457,8089829,"17","nad27"
"H784","snow goose",2004,537114,8088036,"17","nad27"
"H785","snow goose",2004,533602,8089868,"17","nad27"
"H786","snow goose",2004,536408,8089906,"17","nad27"
"H787","snow goose",2004,533704,8089913,"17","nad27"
"H788","snow goose",2004,536255,8090812,"17","nad27"
"H789","snow goose",2004,536397,8089876,"17","nad27"
"H790","snow goose",2004,536381,8089965,"17","nad27"
"H791","snow goose",2004,533733,8089868,"17","nad27"
"J001","snow goose",2004,537792,8087888,"17","nad27"
"J003","snow goose",2004,537106,8090661,"17","nad27"
"J003b","snow goose",2004,537106,8090661,"17","nad27"
"J004","snow goose",2004,536060,8086683,"17","nad27"
"J005","snow goose",2004,536538,8087458,"17","nad27"
"J007","snow goose",2004,538532,8087626,"17","nad27"
"J008","snow goose",2004,536793,8087048,"17","nad27"
"J011","snow goose",2004,535890,8086913,"17","nad27"
"J013","snow goose",2004,538029,8089286,"17","nad27"
"J015","snow goose",2004,537126,8087289,"17","nad27"
"J017","snow goose",2004,536580,8086942,"17","nad27"
"J018","snow goose",2004,537362,8090867,"17","nad27"
"J019","snow goose",2004,537916,8088925,"17","nad27"
"J054","snow goose",2004,536707,8088260,"17","nad27"
"J054B","snow goose",2004,537651,8088985,"17","nad27"
"J056","snow goose",2004,537725,8088495,"17","nad27"
"J060","snow goose",2004,537230,8087469,"17","nad27"
"J130","snow goose",2004,538944,8087933,"17","nad27"
"J138","snow goose",2004,533956,8091206,"17","nad27"
"J412","snow goose",2004,534390,8091614,"17","nad27"
"J790","snow goose",2004,536009,8091200,"17","nad27"
"JJ77","snow goose",2004,538971,8086442,"17","nad27"
"KA01","snow goose",2004,537783,8087555,"17","nad27"
"KY67","snow goose",2004,537266,8090774,"17","nad27"
"MHD01","snow goose",2004,537737,8088344,"17","nad27"
"MHD02","snow goose",2004,538124,8088809,"17","nad27"
"MHD03","snow goose",2004,537832,8088491,"17","nad27"
"MHD04","snow goose",2004,537436,8088031,"17","nad27"
"NL001","snow goose",2004,538286,8087507,"17","nad27"
"NL002","snow goose",2004,536018,8086902,"17","nad27"
"NL003","snow goose",2004,536142,8086951,"17","nad27"
"NL005","snow goose",2004,536937,8088040,"17","nad27"
"NL006","snow goose",2004,536753,8087725,"17","nad27"
"NL007","snow goose",2004,537860,8089049,"17","nad27"
"NL008","snow goose",2004,536235,8090769,"17","nad27"
"P001","snow goose",2004,537982,8088725,"17","nad27"
"P001B","snow goose",2004,536552,8088499,"17","nad27"
"P002","snow goose",2004,537939,8088646,"17","nad27"
"P002B","snow goose",2004,536798,8088437,"17","nad27"
"P003","snow goose",2004,537463,8088107,"17","nad27"
"P003B","snow goose",2004,536657,8088275,"17","nad27"
"P004","snow goose",2004,537453,8088050,"17","nad27"
"P004B","snow goose",2004,536893,8088145,"17","nad27"
"P005","snow goose",2004,537992,8088859,"17","nad27"
"P006","snow goose",2004,538023,8088882,"17","nad27"
"P007","snow goose",2004,537742,8088905,"17","nad27"
"P008","snow goose",2004,537586,8088825,"17","nad27"
"P009","snow goose",2004,536264,8090734,"17","nad27"
"P013","snow goose",2004,536724,8088175,"17","nad27"
"H002","snow goose",2005,533273,8118018,"17","nad27"
"H003","snow goose",2005,534476,8118848,"17","nad27"
"H005","snow goose",2005,532214,8117999,"17","nad27"
"H006","snow goose",2005,530773,8116755,"17","nad27"
"H007","snow goose",2005,531148,8117687,"17","nad27"
"H100","snow goose",2005,537042,8088490,"17","nad27"
"H101","snow goose",2005,536826,8088281,"17","nad27"
"H102","snow goose",2005,536873,8088180,"17","nad27"
"H104","snow goose",2005,536899,8088185,"17","nad27"
"H105","snow goose",2005,536928,8088235,"17","nad27"
"H106","snow goose",2005,537016,8088203,"17","nad27"
"H107","snow goose",2005,537055,8088213,"17","nad27"
"H108","snow goose",2005,536920,8088430,"17","nad27"
"H109","snow goose",2005,536892,8088499,"17","nad27"
"H110","snow goose",2005,536882,8088465,"17","nad27"
"H111","snow goose",2005,536757,8088234,"17","nad27"
"H112","snow goose",2005,536740,8088229,"17","nad27"
"H113","snow goose",2005,536828,8088214,"17","nad27"
"H114","snow goose",2005,536974,8088111,"17","nad27"
"H115","snow goose",2005,537000,8088155,"17","nad27"
"H116","snow goose",2005,537036,8088103,"17","nad27"
"H117","snow goose",2005,537110,8088261,"17","nad27"
"H119","snow goose",2005,536840,8088466,"17","nad27"
"H120","snow goose",2005,536808,8088519,"17","nad27"
"H122","snow goose",2005,536818,8088406,"17","nad27"
"H123","snow goose",2005,536832,8088339,"17","nad27"
"H124","snow goose",2005,536853,8088412,"17","nad27"
"H125","snow goose",2005,536818,8088454,"17","nad27"
"H126","snow goose",2005,536794,8088494,"17","nad27"
"H127","snow goose",2005,536744,8088435,"17","nad27"
"H129","snow goose",2005,536712,8088484,"17","nad27"
"H130","snow goose",2005,536715,8088398,"17","nad27"
"H131","snow goose",2005,536747,8088148,"17","nad27"
"H132","snow goose",2005,536797,8088164,"17","nad27"
"H132B","snow goose",2005,536648,8088497,"17","nad27"
"H133","snow goose",2005,536962,8088202,"17","nad27"
"H135","snow goose",2005,536899,8088352,"17","nad27"
"H136","snow goose",2005,536955,8088382,"17","nad27"
"H137","snow goose",2005,536765,8088519,"17","nad27"
"H138","snow goose",2005,536721,8088534,"17","nad27"
"H139","snow goose",2005,536709,8088449,"17","nad27"
"H140","snow goose",2005,536707,8088361,"17","nad27"
"H141","snow goose",2005,536549,8088243,"17","nad27"
"H142","snow goose",2005,536651,8088387,"17","nad27"
"H143","snow goose",2005,536673,8088392,"17","nad27"
"H144","snow goose",2005,536651,8088434,"17","nad27"
"H145","snow goose",2005,536669,8088485,"17","nad27"
"H147","snow goose",2005,536697,8088494,"17","nad27"
"H148","snow goose",2005,536673,8088342,"17","nad27"
"H149","snow goose",2005,536641,8088332,"17","nad27"
"H150","snow goose",2005,536649,8088315,"17","nad27"
"H151","snow goose",2005,536840,8088504,"17","nad27"
"H152","snow goose",2005,536868,8088497,"17","nad27"
"H153","snow goose",2005,536742,8088455,"17","nad27"
"H154","snow goose",2005,536733,8088407,"17","nad27"
"H155","snow goose",2005,536715,8088393,"17","nad27"
"H156","snow goose",2005,536736,8088370,"17","nad27"
"H157","snow goose",2005,536573,8088289,"17","nad27"
"H158","snow goose",2005,536598,8088276,"17","nad27"
"H160","snow goose",2005,536571,8088304,"17","nad27"
"H161","snow goose",2005,537011,8088073,"17","nad27"
"H162","snow goose",2005,537131,8088198,"17","nad27"
"H164","snow goose",2005,537131,8088304,"17","nad27"
"H165","snow goose",2005,536732,8088281,"17","nad27"
"H166","snow goose",2005,536520,8088493,"17","nad27"
"H167","snow goose",2005,536615,8088233,"17","nad27"
"H168","snow goose",2005,536548,8088500,"17","nad27"
"H169","snow goose",2005,536497,8088536,"17","nad27"
"H170","snow goose",2005,536534,8088516,"17","nad27"
"H171","snow goose",2005,536566,8088335,"17","nad27"
"H172","snow goose",2005,536572,8088346,"17","nad27"
"H173","snow goose",2005,536565,8088376,"17","nad27"
"H174","snow goose",2005,536596,8088375,"17","nad27"
"H175","snow goose",2005,536597,8088431,"17","nad27"
"H176","snow goose",2005,536585,8088432,"17","nad27"
"H177","snow goose",2005,536587,8088443,"17","nad27"
"H178","snow goose",2005,536595,8088411,"17","nad27"
"H179","snow goose",2005,536615,8088419,"17","nad27"
"H180","snow goose",2005,536638,8088413,"17","nad27"
"H181","snow goose",2005,536578,8088188,"17","nad27"
"H182","snow goose",2005,536619,8088117,"17","nad27"
"H183","snow goose",2005,536598,8088130,"17","nad27"
"H184","snow goose",2005,536511,8088288,"17","nad27"
"H185","snow goose",2005,536539,8088286,"17","nad27"
"H186","snow goose",2005,536521,8088322,"17","nad27"
"H187","snow goose",2005,536537,8088336,"17","nad27"
"H188","snow goose",2005,536553,8088326,"17","nad27"
"H189","snow goose",2005,536597,8088336,"17","nad27"
"H190","snow goose",2005,536617,8088345,"17","nad27"
"H191","snow goose",2005,536414,8088497,"17","nad27"
"H192","snow goose",2005,536535,8088477,"17","nad27"
"H193","snow goose",2005,536541,8088466,"17","nad27"
"H194","snow goose",2005,536591,8088491,"17","nad27"
"H195","snow goose",2005,536620,8088486,"17","nad27"
"H196","snow goose",2005,536604,8088456,"17","nad27"
"H197","snow goose",2005,536611,8088464,"17","nad27"
"H198","snow goose",2005,536623,8088476,"17","nad27"
"H199","snow goose",2005,536622,8088446,"17","nad27"
"H200","snow goose",2005,536611,8088437,"17","nad27"
"H211","snow goose",2005,536266,8088098,"17","nad27"
"H220","snow goose",2005,536344,8088014,"17","nad27"
"H221","snow goose",2005,536415,8088416,"17","nad27"
"H222","snow goose",2005,536455,8088403,"17","nad27"
"H223","snow goose",2005,536514,8088386,"17","nad27"
"H224","snow goose",2005,536536,8088394,"17","nad27"
"H225","snow goose",2005,536558,8088408,"17","nad27"
"H226","snow goose",2005,536472,8088267,"17","nad27"
"H227","snow goose",2005,536378,8088394,"17","nad27"
"H228","snow goose",2005,536347,8088402,"17","nad27"
"H229","snow goose",2005,536398,8088330,"17","nad27"
"H230","snow goose",2005,536403,8088271,"17","nad27"
"H231","snow goose",2005,536706,8088207,"17","nad27"
"H232","snow goose",2005,536669,8088270,"17","nad27"
"H233","snow goose",2005,536658,8088282,"17","nad27"
"H234","snow goose",2005,536711,8088251,"17","nad27"
"H235","snow goose",2005,536867,8088145,"17","nad27"
"H236","snow goose",2005,536794,8088098,"17","nad27"
"H237","snow goose",2005,536803,8087950,"17","nad27"
"H239","snow goose",2005,537264,8088513,"17","nad27"
"H240","snow goose",2005,537296,8088500,"17","nad27"
"H241","snow goose",2005,536352,8088347,"17","nad27"
"H242","snow goose",2005,536312,8088168,"17","nad27"
"H243","snow goose",2005,536353,8088182,"17","nad27"
"H244","snow goose",2005,536519,8088081,"17","nad27"
"H245","snow goose",2005,536562,8088075,"17","nad27"
"H246","snow goose",2005,536637,8087993,"17","nad27"
"H247","snow goose",2005,536565,8088021,"17","nad27"
"H248","snow goose",2005,536729,8088017,"17","nad27"
"H249","snow goose",2005,536760,8088130,"17","nad27"
"H250","snow goose",2005,536711,8088178,"17","nad27"
"H251","snow goose",2005,536450,8088457,"17","nad27"
"H252","snow goose",2005,536518,8088421,"17","nad27"
"H253","snow goose",2005,536493,8088423,"17","nad27"
"H255","snow goose",2005,536849,8087983,"17","nad27"
"H256","snow goose",2005,536725,8088150,"17","nad27"
"H257","snow goose",2005,537327,8088402,"17","nad27"
"H258","snow goose",2005,537303,8088376,"17","nad27"
"H259","snow goose",2005,537218,8088415,"17","nad27"
"H260","snow goose",2005,537309,8088546,"17","nad27"
"H261","snow goose",2005,537181,8088114,"17","nad27"
"H262","snow goose",2005,537114,8088555,"17","nad27"
"H263","snow goose",2005,536792,8088522,"17","nad27"
"H264","snow goose",2005,536821,8088509,"17","nad27"
"H265","snow goose",2005,536966,8088536,"17","nad27"
"H266","snow goose",2005,537005,8088558,"17","nad27"
"H267","snow goose",2005,537102,8088520,"17","nad27"
"H268","snow goose",2005,537108,8088386,"17","nad27"
"H269","snow goose",2005,537209,8088155,"17","nad27"
"H270","snow goose",2005,537051,8087994,"17","nad27"
"H271","snow goose",2005,536779,8088437,"17","nad27"
"H272","snow goose",2005,536792,8088383,"17","nad27"
"H273","snow goose",2005,536662,8088413,"17","nad27"
"H274","snow goose",2005,536759,8088498,"17","nad27"
"H275","snow goose",2005,536794,8088472,"17","nad27"
"H276","snow goose",2005,536812,8088361,"17","nad27"
"H277","snow goose",2005,536756,8088402,"17","nad27"
"H278","snow goose",2005,536735,8088483,"17","nad27"
"H279","snow goose",2005,536902,8088486,"17","nad27"
"H280","snow goose",2005,536679,8088477,"17","nad27"
"H281","snow goose",2005,536727,8088508,"17","nad27"
"H282","snow goose",2005,536620,8088558,"17","nad27"
"H301","snow goose",2005,537225,8088501,"17","nad27"
"H302","snow goose",2005,537259,8088232,"17","nad27"
"H303","snow goose",2005,537286,8088218,"17","nad27"
"H304","snow goose",2005,537343,8088301,"17","nad27"
"H305","snow goose",2005,537285,8088154,"17","nad27"
"H306","snow goose",2005,537262,8088109,"17","nad27"
"H307","snow goose",2005,537234,8088052,"17","nad27"
"H308","snow goose",2005,537049,8088319,"17","nad27"
"H309","snow goose",2005,537384,8088321,"17","nad27"
"H310","snow goose",2005,537404,8088540,"17","nad27"
"H311","snow goose",2005,537404,8088540,"17","nad27"
"H377","snow goose",2005,536807,8088492,"17","nad27"
"H700","snow goose",2005,538009,8086365,"17","nad27"
"H701","snow goose",2005,537990,8086383,"17","nad27"
"H702","snow goose",2005,538000,8086386,"17","nad27"
"H703","snow goose",2005,538026,8086391,"17","nad27"
"H704","snow goose",2005,538049,8086381,"17","nad27"
"H705","snow goose",2005,538007,8086308,"17","nad27"
"H706","snow goose",2005,537990,8086342,"17","nad27"
"H707","snow goose",2005,538032,8086328,"17","nad27"
"H708","snow goose",2005,538017,8086332,"17","nad27"
"H709","snow goose",2005,538069,8086920,"17","nad27"
"H731","snow goose",2005,539182,8084858,"17","nad27"
"H732","snow goose",2005,534982,8088403,"17","nad27"
"H734","snow goose",2005,537867,8088187,"17","nad27"
"H736","snow goose",2005,537913,8088245,"17","nad27"
"H738","snow goose",2005,536602,8086646,"17","nad27"
"H739","snow goose",2005,536636,8086656,"17","nad27"
"H741","snow goose",2005,538079,8086385,"17","nad27"
"H742","snow goose",2005,538079,8086358,"17","nad27"
"H743","snow goose",2005,538075,8086328,"17","nad27"
"H744","snow goose",2005,538054,8086337,"17","nad27"
"H745","snow goose",2005,538436,8085086,"17","nad27"
"H746","snow goose",2005,537859,8088159,"17","nad27"
"H748","snow goose",2005,539155,8084835,"17","nad27"
"H751","snow goose",2005,537349,8086901,"17","nad27"
"H753","snow goose",2005,537314,8086911,"17","nad27"
"H754","snow goose",2005,537336,8086924,"17","nad27"
"H755","snow goose",2005,537331,8086894,"17","nad27"
"H756","snow goose",2005,537391,8086927,"17","nad27"
"H765","snow goose",2005,536617,8088735,"17","nad27"
"H766","snow goose",2005,536621,8088684,"17","nad27"
"H775","snow goose",2005,536753,8087458,"17","nad27"
"H776","snow goose",2005,536727,8087438,"17","nad27"
"H777","snow goose",2005,536733,8087393,"17","nad27"
"H778","snow goose",2005,536763,8087378,"17","nad27"
"H779","snow goose",2005,536798,8087400,"17","nad27"
"H780","snow goose",2005,536806,8087392,"17","nad27"
"H782","snow goose",2005,537472,8090162,"17","nad27"
"H783","snow goose",2005,537425,8090150,"17","nad27"
"H784","snow goose",2005,537890,8088212,"17","nad27"
"H790","snow goose",2005,537408,8086988,"17","nad27"
"H800","snow goose",2005,536754,8087425,"17","nad27"
"H801","snow goose",2005,536752,8087447,"17","nad27"
"H802","snow goose",2005,536772,8087383,"17","nad27"
"H803","snow goose",2005,536752,8087378,"17","nad27"
"H804","snow goose",2005,536769,8088487,"17","nad27"
"H805","snow goose",2005,537797,8089070,"17","nad27"
"H806","snow goose",2005,536614,8086696,"17","nad27"
"H807","snow goose",2005,536604,8086596,"17","nad27"
"H808","snow goose",2005,536587,8086642,"17","nad27"
"H809","snow goose",2005,536661,8086735,"17","nad27"
"H811","snow goose",2005,536622,8086753,"17","nad27"
"H830","snow goose",2005,536779,8088494,"17","nad27"
"H831","snow goose",2005,536602,8086640,"17","nad27"
"H844","snow goose",2005,539124,8087464,"17","nad27"
"H845","snow goose",2005,539161,8084854,"17","nad27"
"H900","snow goose",2005,539161,8084854,"17","nad27"
"H999","snow goose",2005,536902,8088219,"17","nad27"
"J000","snow goose",2005,537476,8089960,"17","nad27"
"J021","snow goose",2005,537721,8087197,"17","nad27"
"J022","snow goose",2005,537455,8090244,"17","nad27"
"J023","snow goose",2005,536091,8087960,"17","nad27"
"J024","snow goose",2005,536066,8087705,"17","nad27"
"J025","snow goose",2005,538017,8089553,"17","nad27"
"J026","snow goose",2005,534092,8090520,"17","nad27"
"J027","snow goose",2005,537940,8088872,"17","nad27"
"J028","snow goose",2005,538478,8088818,"17","nad27"
"J029","snow goose",2005,536548,8087244,"17","nad27"
"J030","snow goose",2005,536196,8086895,"17","nad27"
"J031","snow goose",2005,537766,8090114,"17","nad27"
"J034","snow goose",2005,537642,8089619,"17","nad27"
"J035","snow goose",2005,537781,8089121,"17","nad27"
"J036","snow goose",2005,537213,8090390,"17","nad27"
"J037","snow goose",2005,537727,8087377,"17","nad27"
"J038","snow goose",2005,537283,8090428,"17","nad27"
"J039","snow goose",2005,536242,8088838,"17","nad27"
"J040","snow goose",2005,536786,8087916,"17","nad27"
"J041","snow goose",2005,540635,8088279,"17","nad27"
"J042","snow goose",2005,538223,8088316,"17","nad27"
"J043","snow goose",2005,537540,8085084,"17","nad27"
"J044","snow goose",2005,535215,8088395,"17","nad27"
"J045","snow goose",2005,534930,8087579,"17","nad27"
"J046","snow goose",2005,535274,8086436,"17","nad27"
"J047","snow goose",2005,536104,8086743,"17","nad27"
"J050","snow goose",2005,536711,8085381,"17","nad27"
"J051","snow goose",2005,537857,8089426,"17","nad27"
"J052","snow goose",2005,538303,8089483,"17","nad27"
"J053","snow goose",2005,537981,8089712,"17","nad27"
"J057","snow goose",2005,538056,8089620,"17","nad27"
"J060","snow goose",2005,538257,8089600,"17","nad27"
"J061","snow goose",2005,536202,8091915,"17","nad27"
"J062","snow goose",2005,536120,8091842,"17","nad27"
"J063","snow goose",2005,536238,8091743,"17","nad27"
"J064","snow goose",2005,536187,8091674,"17","nad27"
"J065","snow goose",2005,535640,8091367,"17","nad27"
"J066","snow goose",2005,536191,8090734,"17","nad27"
"J067","snow goose",2005,536286,8090148,"17","nad27"
"J067M","snow goose",2005,535343,8091687,"17","nad27"
"J068","snow goose",2005,536313,8090215,"17","nad27"
"J069","snow goose",2005,535724,8089199,"17","nad27"
"J070","snow goose",2005,535765,8089103,"17","nad27"
"J071","snow goose",2005,537628,8085584,"17","nad27"
"J072","snow goose",2005,537807,8085628,"17","nad27"
"J073","snow goose",2005,536713,8089453,"17","nad27"
"J074","snow goose",2005,537256,8089755,"17","nad27"
"J075","snow goose",2005,536904,8088135,"17","nad27"
"J076","snow goose",2005,537323,8084969,"17","nad27"
"J077","snow goose",2005,539215,8086544,"17","nad27"
"J078","snow goose",2005,537685,8086223,"17","nad27"
"J079","snow goose",2005,537849,8087388,"17","nad27"
"J080","snow goose",2005,537091,8087441,"17","nad27"
"J081","snow goose",2005,536170,8090527,"17","nad27"
"J082","snow goose",2005,535923,8091494,"17","nad27"
"J083","snow goose",2005,535750,8091762,"17","nad27"
"J085","snow goose",2005,536051,8091027,"17","nad27"
"J086","snow goose",2005,536033,8091099,"17","nad27"
"J087","snow goose",2005,535978,8091151,"17","nad27"
"J088","snow goose",2005,535589,8091642,"17","nad27"
"J089","snow goose",2005,536662,8090218,"17","nad27"
"J090","snow goose",2005,535719,8089207,"17","nad27"
"J091","snow goose",2005,535885,8088970,"17","nad27"
"J093","snow goose",2005,539300,8087726,"17","nad27"
"J095","snow goose",2005,537412,8088234,"17","nad27"
"J098","snow goose",2005,537792,8087404,"17","nad27"
"J099","snow goose",2005,536872,8088432,"17","nad27"
"J100","snow goose",2005,536589,8087799,"17","nad27"
"J1000","snow goose",2005,538274,8088593,"17","nad27"
"J101","snow goose",2005,535043,8088856,"17","nad27"
"J103","snow goose",2005,536801,8087775,"17","nad27"
"J104","snow goose",2005,536522,8086027,"17","nad27"
"J105","snow goose",2005,536960,8086483,"17","nad27"
"J106","snow goose",2005,538479,8086454,"17","nad27"
"J107","snow goose",2005,535656,8092267,"17","nad27"
"J108","snow goose",2005,535606,8092267,"17","nad27"
"J109","snow goose",2005,535756,8092267,"17","nad27"
